sample,sex,sow,dg,group,group.order,lt,date,time,testday,context,cort_ngml,plate.name
5,m,6235,DG-2,F,1,61,22. Sep 20,10:52,Reunion,Reunion,7.9,Petra_Cort_29.04.21
5,m,6235,DG-2,F,2,49,9-Oct-20,10:29,Baseline2,Baseline,3.723,Petra Cort 11.06.21
5,f,6271,DG-3,F,2,61,03. Nov 20,10:55,Baseline3,Baseline,8.193,Petra Cort 11.05.21
5,f,6271,DG-3,F,2,61,03. Nov 20,11:18,Separation,Separation,15.388,Petra Cort 11.05.21
5,f,6271,DG-3,F,2,61,03. Nov 20,11:35,Reunion,Reunion,9.695,Petra Cort 11.05.21
5,f,6271,DG-3,F,2,28,1-Oct-20,09:18,Weaning,Weaning,11.06,Petra_Cort_12.04.21
5,f,6271,DG-3,F,2,47,20-Oct-20,11:15,Baseline2,Baseline,4.308,Petra Cort 14.06.21
5,f,6271,DG-3,F,2,35,8-Oct-20,09:50,Play,Play,3.331,Petra_Cort_12.04.21
5,f,6420,DG-5,W,1,28,14. Jan 21,08:39,Weaning,Weaning,33.049,Petra_Cort_16.04.21
5,f,6420,DG-5,W,1,35,21. Jan 21,08:39,Play,Play,11.204,Petra_Cort_28.04.21
5,f,6420,DG-5,W,1,36,22. Jan 21,08:49,Baseline1,Baseline,11.309,Petra_Cort_16.04.21
5,f,6420,DG-5,W,2,50,05. Feb 21,11:08,Baseline2,Baseline,2.006,Petra Cort 22.06.21
5,f,6420,DG-5,W,2,64,19. Feb 21,10:49,Baseline3,Baseline,5.551,Petra.Cort.01.06.21
5,f,6420,DG-5,W,2,64,19. Feb 21,11:15,Separation,Separation,5.031,Petra Cort 03.06.21
5,f,6420,DG-5,W,2,64,19. Feb 21,11:34,Reunion,Reunion,3.734,Petra Cort 03.06.21
5,f,6421,DG-5,F,2,28,14. Jan 21,09:11,Weaning,Weaning,34.804,Petra_Cort_16.04.21
5,f,6421,DG-5,F,2,36,22. Jan 21,09:35,Baseline1,Baseline,7.501,Petra_Cort_16.04.21
5,f,6421,DG-5,F,2,49,04. Feb 21,10:25,Baseline2,Baseline,6.744,Petra Cort 21.06.21
5,f,6421,DG-5,F,2,63,18. Feb 21,10:44,Baseline3,Baseline,5.144,Petra.Cort.01.06.21
5,f,6421,DG-5,F,2,63,18. Feb 21,11:09,Separation,Separation,13.85,Petra.Cort.01.06.21
5,f,6421,DG-5,F,2,63,18. Feb 21,11:27,Reunion,Reunion,7.708,Petra.Cort.01.06.21
6,f,5931,DG-2,W,1,28,20. Aug 20,08:36,Weaning,Weaning,14.156,PM_Cort_19.02.21
6,f,5931,DG-2,W,1,35,27. Aug 20,08:48,Play,Play,10.46,PM_Cort_19.02.21
6,m,6073,DG-3,W,2,64,06. Nov 20,10:45,Baseline3,Baseline,1.069,Petra Cort 14.05.21
6,m,6073,DG-3,W,2,64,06. Nov 20,11:15,Separation,Separation,4.329,Petra Cort 14.05.21
6,m,6073,DG-3,W,2,64,06. Nov 20,11:30,Reunion,Reunion,2.418,Petra Cort 14.05.21
6,m,6073,DG-3,W,1,28,1-Oct-20,08:38,Weaning,Weaning,6.377,Petra_Cort_07.04.21
6,m,6073,DG-3,W,1,48,21-Oct-20,08:20,Baseline2,Baseline,1.773,Petra Cort 15.06.21
6,m,6073,DG-3,W,2,50,23-Oct-20,10:40,Baseline2,Baseline,2.569,Petra Cort 15.06.21
6,m,6073,DG-3,W,1,35,8-Oct-20,08:40,Play,Play,12.801,Petra_Cort_07.04.21
6,m,6073,DG-3,W,1,36,9-Oct-20,08:38,Baseline1,Baseline,3.074,Petra_Cort_12.04.21
6,m,6188,DG-4,F,2,28,12. Nov 20,09:13,Weaning,Weaning,31.382,Petra_Cort_15.04.21
6,m,6188,DG-4,F,2,35,19. Nov 20,10:05,Play,Play,5.049,Petra_Cort_15.04.21
6,m,6188,DG-4,F,2,36,20. Nov 20,09:53,Baseline1,Baseline,9.775,Petra_Cort_15.04.21
6,m,6188,DG-4,F,2,61,15-Dec-20,09:47,Baseline3,Baseline,6.944,Petra Cort 27.05.21
6,m,6188,DG-4,F,2,61,15-Dec-20,10:15,Separation,Separation,15.49,Petra Cort 27.05.21
6,m,6188,DG-4,F,2,61,15-Dec-20,10:38,Reunion,Reunion,11.412,Petra Cort 27.05.21
6,m,6188,DG-4,F,1,47,1-Dec-20,08:30,Baseline2,Baseline,12.015,Petra Cort 15.06.21
6,f,6235,DG-2,F,2,28,20. Aug 20,09:03,Weaning,Weaning,9.242,Petra_Cort_12.04.21
6,f,6235,DG-2,F,2,36,28. Aug 20,09:11,Baseline1,Baseline,6.499,Petra_Cort_12.04.21
